UsedNew,City,State,Year,Make,Model,Trim,BodyStyle,StockNumber,VIN,Mileage,Price,Engine,Tramsission,Color,Interior,Comment,Options,LotPrice,MSRP,Invoice,ImageURLs,Certified,ModelCode,AutoID,InternetSpecial,InventoryDate,CarfaxOneOwner,CarfaxAvailable,VideoPlayerUrl,VideoEmbedUrl,LastUpdated,Custom1,Custom2,Custom3,Custom4,Custom5,LastPhotoUpdateUtc,Doors,ModelSeries,EngineCylinders,MPG_City,MPG_Highway,Fuel_Type,Cab_Type,Cost,ComparePrice,DriveTrain,VehicleDetailsPage 
N,Naples,FL,2016,Toyota,Tacoma,SR5 V6,Truck,160264,5TFAZ5CN6GX005476,0,29120,3.5L V6,Automatic 6-Speed,Super White,Blk/Caramel Fabric (Fc),"Optional equipment includes: Towing Package...Standard features include: Bluetooth, Remote power door locks, Power windows with 1 one-touch, Automatic Transmission, 4-wheel ABS brakes, Air conditioning, Cruise control, Audio controls on steering wheel, Traction control - ABS and driveline, Power mirrors, Tilt and telescopic steering wheel, Head airbags - Curtain 1st and 2nd row, Passenger Airbag, 278 hp horsepower, 3.5 liter V6 DOHC engine, 4 Doors, Fuel economy EPA highway (mpg): 24 and EPA city (mpg): 19, Rear-wheel drive, Front fog/driving lights, External temperature display, Tachometer, Limited slip differential - Brake actuated, Bed Length - 60.5 ', Descent Control - Hill descent control, Tire pressure monitoring system, Transmission hill holder, Daytime running lights, Stability control, Knee airbags - Driver and passenger, Front seat type - Bucket, Split-bench rear seats, Intermittent window wipers, Pickup Bed Type - Regular composite, Privacy/tinted glass, Interior air filtration, Overhead console - Mini with storage, Clock - In-radio display, Video Monitor Location - Front, Speed-proportional power steering, Center Console - Full with covered storage...Safety equipment includes: ABS, Traction control, Curtain airbags, Passenger Airbag, Front fog/driving lights...Other features include: Bluetooth, Power locks, Power windows, Auto, Air conditioning...","Towing Package, 278 hp horsepower, 3.5 liter V6 DOHC engine, 4 Doors, 4-wheel ABS brakes, Air conditioning, Audio controls on steering wheel, Automatic Transmission, Bed Length - 60.5 ', Bluetooth, Center Console - Full with covered storage, Clock - In-radio display, Cruise control, Daytime running lights, Descent Control - Hill descent control, External temperature display, Front fog/driving lights, Front seat type - Bucket, Fuel economy EPA highway (mpg): 24 and EPA city (mpg): 19, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver and passenger, Limited slip differential - Brake actuated, Overhead console - Mini with storage, Passenger Airbag, Pickup Bed Type - Regular composite, Power mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear-wheel drive, Remote power door locks, Speed-proportional power steering, Split-bench rear seats, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission hill holder, Video Monitor Location - Front",30598,30598,29120,"http://akimage.vinsolutions.com/v/361910000/361910797/r640,http://akimage.vinsolutions.com/v/361910000/361910817/r640,http://akimage.vinsolutions.com/v/361910000/361910827/r640",N,7146,32009546,N,12/8/15,N,N,,,12/17/15,,,,,,12/11/15 0:33,4,,6,19,24,Gas,Double Cab,30763,0,RWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32009546
N,Naples,FL,2016,Toyota,Camry,SE,Sedan,160277,4T1BF1FK7GU173051,0,21839,2.5L 4 cyls,Automatic 6-Speed,Creme Brulee Mica,Blk Sprt Softex-Trm Front,Price includes: $750 - SETF College Grad Program - Southeast. Exp. 02/01,", 178 hp horsepower, 2.5 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-dash, Cruise control, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Sport, Front-wheel drive, Fuel economy EPA highway (mpg): 35 and EPA city (mpg): 25, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver and passenger, Multi-function remote - Trunk/hatch/door/tailgate, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Rear spoiler - Lip, Remote power door locks, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission controls on steering wheel - Gear shift controls, Trip computer, Video Monitor Location - Front",25713,25713,24089,"http://akimage.vinsolutions.com/v/367690000/367691726/r640,http://akimage.vinsolutions.com/v/367690000/367691769/r640,http://akimage.vinsolutions.com/v/367690000/367691791/r640,http://akimage.vinsolutions.com/v/367690000/367691824/r640,http://akimage.vinsolutions.com/v/367690000/367691854/r640,http://akimage.vinsolutions.com/v/367690000/367691878/r640,http://akimage.vinsolutions.com/v/367690000/367691908/r640,http://akimage.vinsolutions.com/v/367690000/367691938/r640,http://akimage.vinsolutions.com/v/367690000/367691965/r640,http://akimage.vinsolutions.com/v/367690000/367691992/r640,http://akimage.vinsolutions.com/v/367690000/367692020/r640,http://akimage.vinsolutions.com/v/367690000/367692066/r640",N,2546,32009551,N,12/8/15,N,N,,,1/8/16,,,,,,1/1/16 18:50,4,,4,25,35,Gas,,25828,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32009551
N,Naples,FL,2016,Scion,FR-S,FRS,Coupe,S16020,JF1ZNAA13G8704796,0,28094,2.0L 4 cyls,Automatic 6-Speed,Halo,Black w/Fabric Upholstery,"Optional equipment includes: Special Color...Standard features include: Bluetooth, Remote power door locks, Power windows with 2 one-touch, Automatic Transmission, 4-wheel ABS brakes, Air conditioning, Cruise control, Traction control - ABS and driveline, 2 liter flat 4 cylinder DOHC engine, 200 hp horsepower, Head airbags - Curtain 1st and 2nd row, Passenger Airbag, Power mirrors, Tilt and telescopic steering wheel, Fuel economy EPA highway (mpg): 34 and EPA city (mpg): 25, Rear-wheel drive, 2 Doors, External temperature display, Tachometer, Interior air filtration, Power steering, Transmission controls on steering wheel - Gear shift controls, Trip computer, Video Monitor Location - Front, Tire pressure monitoring system, Limited slip differential - Mechanical, Stability control, Daytime running lights, Dusk sensing headlights, Front seat type - Sport, Rear bench seats, Intermittent window wipers, Privacy/tinted glass, Clock - In-dash, Rear defogger, Center Console - Full with storage...Safety equipment includes: ABS, Traction control, Curtain airbags, Passenger Airbag, Stability control...Other features include: Bluetooth, Power locks, Power windows, Auto, Air conditioning...","Special Color, 2 Doors, 2 liter flat 4 cylinder DOHC engine, 200 hp horsepower, 4-wheel ABS brakes, Air conditioning, Automatic Transmission, Bluetooth, Center Console - Full with storage, Clock - In-dash, Cruise control, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Sport, Fuel economy EPA highway (mpg): 34 and EPA city (mpg): 25, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Limited slip differential - Mechanical, Passenger Airbag, Power mirrors, Power steering, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Rear-wheel drive, Remote power door locks, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission controls on steering wheel - Gear shift controls, Trip computer, Video Monitor Location - Front",28094,28094,26634,"http://akimage.vinsolutions.com/v/361900000/361909811/r640,http://akimage.vinsolutions.com/v/361900000/361909947/r640,http://akimage.vinsolutions.com/v/361900000/361909961/r640",N,6252,32009553,N,12/8/15,N,N,,,12/16/15,,,,,,12/11/15 0:33,2,,4,25,34,Gas,,29206,0,RWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32009553
N,Naples,FL,2016,Scion,iM,SCION IM 5D HATCHBK,Hatchback,S16021,JTNKARJE1GJ513455,0,20194,1.8L 4 cyls,CVT (Continuously Variable),Electric Storm Blue,Black w/Fabric Upholstery,"Standard features include: Bluetooth, Remote power door locks, Power windows with 1 one-touch, CVT Transmission, 4-wheel ABS brakes, Air conditioning with dual zone climate control, Cruise control, Audio controls on steering wheel, Traction control - ABS and driveline, Power heated mirrors, Tilt and telescopic steering wheel, 1.8 liter inline 4 cylinder DOHC engine, 137 hp horsepower, Head airbags - Curtain 1st and 2nd row, Passenger Airbag, Front-wheel drive, Fuel economy EPA highway (mpg): 37 and EPA city (mpg): 28, 4 Doors, Tachometer, External temperature display, Tire pressure monitoring system, Transmission hill holder, Daytime running lights, Dusk sensing headlights, Signal mirrors - Turn signal in mirrors, Stability control, Knee airbags - Driver, Front seat type - Bucket, Rear bench seats, Intermittent window wipers, Privacy/tinted glass, Rear spoiler - Lip, Rear wiper, Clock - In-dash, Interior air filtration, Overhead console - Mini with storage, Power retractable mirrors, Speed-proportional power steering, Trip computer, Video Monitor Location - Front...Safety equipment includes: ABS, Traction control, Passenger Airbag, Curtain airbags, Knee airbags - Driver...Other features include: Bluetooth, Power locks, Power windows, CVT Transmission, Climate control...",", 1.8 liter inline 4 cylinder DOHC engine, 137 hp horsepower, 4 Doors, 4-wheel ABS brakes, Air conditioning with dual zone climate control, Audio controls on steering wheel, Bluetooth, Clock - In-dash, Cruise control, CVT Transmission, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 37 and EPA city (mpg): 28, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power retractable mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear bench seats, Rear spoiler - Lip, Rear wiper, Remote power door locks, Signal mirrors - Turn signal in mirrors, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission hill holder, Trip computer, Video Monitor Location - Front",20194,20194,19195,"http://akimage.vinsolutions.com/v/361900000/361907980/r640,http://akimage.vinsolutions.com/v/361900000/361908003/r640,http://akimage.vinsolutions.com/v/361900000/361908031/r640",N,6272,32009554,N,12/8/15,N,N,,,12/16/15,,,,,,12/11/15 0:25,4,,4,28,37,Gas,,21767,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32009554
N,Naples,FL,2016,Toyota,Corolla,S Plus,Sedan,160271,2T1BURHEXGC567687,0,19048,1.8L 4 cyls,CVT (Continuously Variable),Blue Crush Metallic,Steel Blue,Price includes: $750 - SETF College Grad Program - Southeast. Exp. 02/01,", 1.8 liter inline 4 cylinder DOHC engine, 132 hp horsepower, 4 Doors, 4-wheel ABS brakes, Air conditioning with climate control, Audio controls on steering wheel, Bluetooth, Clock - In-dash, Cruise control, CVT Transmission, Daytime running lights, External temperature display, Front fog/driving lights, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 37 and EPA city (mpg): 29, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver, Multi-function remote - Trunk/hatch/door/tailgate, Passenger Airbag, Power heated mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear bench seats, Rear spoiler - Lip, Remote power door locks, Signal mirrors - Turn signal in mirrors, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission controls on steering wheel - Gear shift controls, Transmission hill holder, Trip computer, Video Monitor Location - Front",21868,21868,20798,"http://akimage.vinsolutions.com/v/362360000/362369161/r640,http://akimage.vinsolutions.com/v/362360000/362369170/r640,http://akimage.vinsolutions.com/v/362360000/362369184/r640",N,1864,32026450,N,12/9/15,N,N,,,1/8/16,,,,,,12/12/15 2:41,4,,4,29,37,Gas,,22614,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32026450
N,Naples,FL,2016,Toyota,Corolla,S Premium,Sedan,160273,2T1BURHE8GC563069,0,21974,1.8L 4 cyls,CVT (Continuously Variable),Classic Silver Metallic,Blk Synth Lthr,Price includes: $750 - SETF College Grad Program - Southeast. Exp. 02/01,", 1.8 liter inline 4 cylinder DOHC engine, 132 hp horsepower, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning with climate control, Audio controls on steering wheel, Bluetooth, Clock - In-dash, Cruise control, CVT Transmission, Daytime running lights, External temperature display, Front fog/driving lights, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 37 and EPA city (mpg): 29, Head airbags - Curtain 1st and 2nd row, Heated drivers seat, Heated passenger seat, Keyless Ignition - Doors and push button start, Multi-function remote - Trunk/hatch/door/tailgate, Navigation system - With voice activation, Passenger Airbag, Power heated mirrors, Power windows with 1 one-touch, Rear bench seats, Rear spoiler - Lip, Remote power door locks, Signal mirrors - Turn signal in mirrors, Speed-proportional power steering, Sunroof - Express open/close glass, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission controls on steering wheel - Gear shift controls, Trip computer, Video Monitor Location - Front",24928,24928,23724,"http://akimage.vinsolutions.com/v/366120000/366120649/r640,http://akimage.vinsolutions.com/v/366120000/366120659/r640,http://akimage.vinsolutions.com/v/366120000/366120678/r640,http://akimage.vinsolutions.com/v/366120000/366120687/r640,http://akimage.vinsolutions.com/v/366120000/366120706/r640,http://akimage.vinsolutions.com/v/366120000/366120720/r640,http://akimage.vinsolutions.com/v/366120000/366120741/r640,http://akimage.vinsolutions.com/v/366120000/366120758/r640,http://akimage.vinsolutions.com/v/366120000/366120775/r640,http://akimage.vinsolutions.com/v/366120000/366120792/r640,http://akimage.vinsolutions.com/v/366120000/366120810/r640,http://akimage.vinsolutions.com/v/366120000/366120823/r640",N,1866,32026452,N,12/9/15,N,N,,,1/8/16,,,,,,1/1/16 18:50,4,,4,29,37,Gas,,25479,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32026452
N,Naples,FL,2016,Toyota,Camry,SE,Sedan,160274,4T1BF1FK1GU172848,0,24562,2.5L 4 cyls,Automatic 6-Speed,Midnight Black Metallic,Blk Sprt Softex-Trm Front,Price includes: $750 - SETF College Grad Program - Southeast. Exp. 02/01,"Radio: Entune Premium Audio w/Navigation/App Suite, Moonroof Package, Convenience Package, 178 hp horsepower, 2.5 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-dash, Cruise control, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Sport, Front-wheel drive, Fuel economy EPA highway (mpg): 35 and EPA city (mpg): 25, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver and passenger, Multi-function remote - Trunk/hatch/door/tailgate, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Rear spoiler - Lip, Remote power door locks, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission controls on steering wheel - Gear shift controls, Trip computer, Video Monitor Location - Front",28773,28773,26812,"http://akimage.vinsolutions.com/v/367690000/367693401/r640,http://akimage.vinsolutions.com/v/367690000/367693436/r640,http://akimage.vinsolutions.com/v/367690000/367693458/r640,http://akimage.vinsolutions.com/v/367690000/367693473/r640,http://akimage.vinsolutions.com/v/367690000/367693502/r640,http://akimage.vinsolutions.com/v/367690000/367693524/r640,http://akimage.vinsolutions.com/v/367690000/367693547/r640,http://akimage.vinsolutions.com/v/367690000/367693569/r640,http://akimage.vinsolutions.com/v/367690000/367693584/r640,http://akimage.vinsolutions.com/v/367690000/367693605/r640,http://akimage.vinsolutions.com/v/367690000/367693621/r640,http://akimage.vinsolutions.com/v/367690000/367693641/r640",N,2546,32026457,N,12/9/15,N,N,,,1/8/16,,,,,,1/1/16 18:50,4,,4,25,35,Gas,,28490,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32026457
N,Naples,FL,2016,Toyota,Camry,SE,Sedan,160276,4T1BF1FK6GU553109,0,21839,2.5L 4 cyls,Automatic 6-Speed,Midnight Black Metallic,Blk Sprt Softex-Trm Front,Price includes: $750 - SETF College Grad Program - Southeast. Exp. 02/01,", 178 hp horsepower, 2.5 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-dash, Cruise control, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Sport, Front-wheel drive, Fuel economy EPA highway (mpg): 35 and EPA city (mpg): 25, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver and passenger, Multi-function remote - Trunk/hatch/door/tailgate, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Rear spoiler - Lip, Remote power door locks, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission controls on steering wheel - Gear shift controls, Trip computer, Video Monitor Location - Front",25713,25713,24089,"http://akimage.vinsolutions.com/v/362360000/362369297/r640,http://akimage.vinsolutions.com/v/362360000/362369309/r640,http://akimage.vinsolutions.com/v/362360000/362369341/r640",N,2546,32026462,N,12/9/15,N,N,,,1/8/16,,,,,,12/12/15 2:27,4,,4,25,35,Gas,,25828,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32026462
N,Naples,FL,2016,Toyota,RAV4,LE,SUV,160279,2T3ZFREV8GW235184,0,24625,2.5L 4 cyls,Automatic 6-Speed,Super White,Blk Fabric,"Optional equipment includes: Tonneau Cover...Standard features include: Bluetooth, Remote power door locks, Power windows with 1 one-touch, Automatic Transmission, 4-wheel ABS brakes, Air conditioning, Cruise control, Audio controls on steering wheel, Traction control - ABS and driveline, Head airbags - Curtain 1st and 2nd row, Passenger Airbag, Power mirrors, Tilt and telescopic steering wheel, 176 hp horsepower, 2.5 liter inline 4 cylinder DOHC engine, 4 Doors, Front-wheel drive, Fuel economy EPA highway (mpg): 31 and EPA city (mpg): 24, Tachometer, External temperature display, Compass, Limited slip differential - Brake actuated, Tire pressure monitoring system, Transmission hill holder, Daytime running lights, Front seat type - Bucket, Reclining rear seats, Split-bench rear seats, Intermittent window wipers, Privacy/tinted glass, Rear spoiler - Lip, Rear wiper, Interior air filtration, Overhead console - Mini with storage, Stability control, Knee airbags - Driver, Clock - In-dash, Speed-proportional power steering, Trip computer, Rear defogger...Safety equipment includes: ABS, Traction control, Passenger Airbag, Curtain airbags, Stability control...Other features include: Bluetooth, Power locks, Power windows, Auto, Air conditioning...","Tonneau Cover, 176 hp horsepower, 2.5 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, Air conditioning, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-dash, Compass, Cruise control, Daytime running lights, External temperature display, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 31 and EPA city (mpg): 24, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver, Limited slip differential - Brake actuated, Overhead console - Mini with storage, Passenger Airbag, Power mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear defogger, Rear spoiler - Lip, Rear wiper, Reclining rear seats, Remote power door locks, Speed-proportional power steering, Split-bench rear seats, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission hill holder, Trip computer",26473,26473,25375,,N,4430,32026465,N,12/9/15,N,N,,,1/8/16,,,,,,,4,,4,24,31,Gas,,27102,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32026465
N,Naples,FL,2016,Toyota,Prius v,Two,Wagon,160280,JTDZN3EU1GJ045555,0,25800,1.8L 4 cyls Hybrid,CVT (Continuously Variable),Sea Glass Pearl,Blk Fabric,"Standard features include: Bluetooth, Remote power door locks, Power windows with 4 one-touch, CVT Transmission, 4-wheel ABS brakes, Air conditioning with climate control, Cruise control, Audio controls on steering wheel, Traction control - ABS and driveline, Head airbags - Curtain 1st and 2nd row, Passenger Airbag, Power heated mirrors, 98 hp horsepower, Tilt and telescopic steering wheel, 1.8 liter inline 4 cylinder DOHC engine, 4 Doors, Front-wheel drive, Fuel economy EPA highway (mpg): 40 and EPA city (mpg): 44, External temperature display, Hybrid Gas Engine - 134 hp, Keyless Ignition - Doors and push button start, Tire pressure monitoring system, Transmission hill holder, Daytime running lights, Electric Motor - 80 hp, Overhead console - Mini with storage, Power steering, Steering Wheel Air Conditioning Controls, Trip computer, Video Monitor Location - Front, Stability control, Knee airbags - Driver, Clock - In-dash, Front seat type - Bucket, Reclining rear seats, Split-bench rear seats, Intermittent window wipers, Privacy/tinted glass, Rear spoiler - Lip, Rear wiper...Safety equipment includes: ABS, Traction control, Curtain airbags, Passenger Airbag, Stability control...Other features include: Bluetooth, Power locks, Power windows, CVT Transmission, Climate control...",", 1.8 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, 98 hp horsepower, Air conditioning with climate control, Audio controls on steering wheel, Bluetooth, Clock - In-dash, Cruise control, CVT Transmission, Daytime running lights, Electric Motor - 80 hp, External temperature display, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 40 and EPA city (mpg): 44, Head airbags - Curtain 1st and 2nd row, Hybrid Gas Engine - 134 hp, Intermittent window wipers, Keyless Ignition - Doors and push button start, Knee airbags - Driver, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power steering, Power windows with 4 one-touch, Privacy/tinted glass, Rear spoiler - Lip, Rear wiper, Reclining rear seats, Remote power door locks, Split-bench rear seats, Stability control, Steering Wheel Air Conditioning Controls, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission hill holder, Trip computer, Video Monitor Location - Front",27849,27849,26800,"http://akimage.vinsolutions.com/v/362880000/362888623/r640,http://akimage.vinsolutions.com/v/362880000/362888625/r640,http://akimage.vinsolutions.com/v/362880000/362888627/r640",N,1243,32026468,N,12/9/15,N,N,,,1/8/16,,,,,,12/13/15 20:39,4,,4,44,40,Hybrid,,28728,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32026468
N,Naples,FL,2016,Toyota,Highlander,XLE V6,SUV,160282,5TDKKRFH3GS125697,0,36791,3.5L V6,Automatic 6-Speed,Silver Sky Metallic,Ash Leather Seat Material,"Optional equipment includes: 2nd Row Captain Chairs...Standard features include: Leather seats, Navigation system - With voice activation, Bluetooth, Remote power door locks, Power windows with 2 one-touch, Sunroof - Express open/close glass, Heated drivers seat, Automatic Transmission, 4-wheel ABS brakes, Air conditioning with dual zone climate control, Rear air conditioning - With separate controls, Cruise control, Audio controls on steering wheel, Universal remote transmitter, Traction control - ABS and driveline, Power heated mirrors, Tilt and telescopic steering wheel, Heated passenger seat, Multi-function remote - Trunk/hatch/door/tailgate, 10-way power adjustable drivers seat, Passenger Airbag, Head airbags - Curtain 1st, 2nd and 3rd row, 270 hp horsepower, 3.5 liter V6 DOHC engine, 4 Doors, Front-wheel drive, Fuel economy EPA highway (mpg): 25 and EPA city (mpg): 19, Front fog/driving lights, Tachometer, External temperature display, Interior air filtration, Power Activated Trunk/Hatch - Power liftgate, Rear spoiler - Lip, Clock - In-dash, Trip computer, Knee airbags - Driver, Stability control, Front seat type - Bucket, Transmission hill holder...Safety equipment includes: ABS, Traction control, Curtain airbags, Passenger Airbag, Front fog/driving lights...Other features include: Leather seats, Navigation, Bluetooth, Power locks, Power windows...","2nd Row Captain Chairs, 10-way power adjustable drivers seat, 270 hp horsepower, 3.5 liter V6 DOHC engine, 4 Doors, 4-wheel ABS brakes, Air conditioning with dual zone climate control, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-dash, Cruise control, External temperature display, Front fog/driving lights, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 25 and EPA city (mpg): 19, Head airbags - Curtain 1st  2nd and 3rd row, Heated drivers seat, Heated passenger seat, Interior air filtration, Knee airbags - Driver, Leather seats, Multi-function remote - Trunk/hatch/door/tailgate, Navigation system - With voice activation, Passenger Airbag, Power Activated Trunk/Hatch - Power liftgate, Power heated mirrors, Power windows with 2 one-touch, Rear air conditioning - With separate controls, Rear spoiler - Lip, Remote power door locks, Stability control, Sunroof - Express open/close glass, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Transmission hill holder, Trip computer, Universal remote transmitter",39372,39372,36791,"http://akimage.vinsolutions.com/v/362880000/362889263/r640,http://akimage.vinsolutions.com/v/362880000/362889269/r640,http://akimage.vinsolutions.com/v/362880000/362889273/r640",N,6951,32026471,N,12/9/15,N,N,,,12/18/15,,,,,,12/13/15 20:39,4,,6,19,25,Gas,,38250,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32026471
U,Naples,FL,2015,Toyota,Corolla,LE,Sedan,PT845,5YFBURHE6FP265022,0,18900,1.8L 4 cyls,,Barcelona Red Metallic,Ash,Come to the experts! All the right ingredients! Type your sentence here. <br><br>Want to save some money? Get the NEW look for the used price on this one owner vehicle. Previous owner purchased it brand new! Ride is compact-car goodness. <br><br>We Deliver What We Promise!,", 1.8 L liter inline 4 cylinder DOHC engine with variable valve timing, 4 Doors, 4-wheel ABS brakes, Audio controls on steering wheel, Bluetooth, Center Console - Full with covered storage, Clock - In-dash, Daytime running lights, External temperature display, Front seat type - Bucket, Front-wheel drive, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver, Passenger Airbag, Power windows with 1 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Trip computer",0,0,0,"http://akimage.vinsolutions.com/v/367740000/367744783/r640,http://akimage.vinsolutions.com/v/367740000/367744792/r640,http://akimage.vinsolutions.com/v/367740000/367744800/r640,http://akimage.vinsolutions.com/v/367740000/367744810/r640,http://akimage.vinsolutions.com/v/367740000/367744819/r640,http://akimage.vinsolutions.com/v/367740000/367744827/r640,http://akimage.vinsolutions.com/v/367740000/367744835/r640,http://akimage.vinsolutions.com/v/367740000/367744842/r640,http://akimage.vinsolutions.com/v/367740000/367744850/r640,http://akimage.vinsolutions.com/v/367740000/367744856/r640,http://akimage.vinsolutions.com/v/367740000/367744870/r640,http://akimage.vinsolutions.com/v/367740000/367744877/r640,http://akimage.vinsolutions.com/v/367740000/367744890/r640,http://akimage.vinsolutions.com/v/367740000/367744899/r640,http://akimage.vinsolutions.com/v/367740000/367744908/r640,http://akimage.vinsolutions.com/v/367740000/367744914/r640,http://akimage.vinsolutions.com/v/367740000/367744922/r640,http://akimage.vinsolutions.com/v/367740000/367744928/r640",Y,P,32063335,N,12/10/15,Y,Y,,,1/8/16,,,,,,1/1/16 18:50,4,,4,,,Gas,,19055,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32063335
